1;11589;5
2;12550;5
3;14053;6
4;13275;6
5;13294;6
6;13412;5
7;13517;5
8;12957;5
9;12614;5
10;14227;7
11;10958;7
12;11814;7
13;13199;7
14;7523;2
15;7353;2
16;7559;2
17;5233;1
18;5423;1
19;5344;1
20;5291;1
21;5061;1
22;4719;1
23;4664;1
24;5346;2
25;5131;2
26;5288;3
27;11858;3
28;11682;3
29;10869;3
30;11553;3
31;11153;3
32;11586;3
33;11283;3
34;11014;3
35;10133;3
36;10646;3
37;8247;4
38;9008;3
39;9259;3
40;8086;3
41;7894;3
42;7426;3
43;7351;3
44;8022;3
45;7870;3
46;7863;3
47;7444;3
48;6797;3
49;6922;3
50;6053;3
51;6720;3
52;7283;3
53;12000;3
54;12035;3
55;11473;3
56;11952;3
57;12307;3
58;11812;3
59;12023;3
60;11903;3
61;11766;3
62;13571;5
63;13420;5
64;15501;6
65;14140;6
66;11155;2
67;11721;2
68;11408;2
69;11269;2
70;10956;2
71;10009;2
72;9558;2
73;9358;2
74;8948;2
75;8940;2
76;7667;2
77;9255;2
78;9570;2
79;36457;7
80;36898;8
81;36239;8
82;36898;8
83;39619;9
84;38853;9
85;38315;9
86;35796;9
87;35703;9
88;35831;9
89;29796;9
90;31871;9
91;34624;9
92;13291;3
93;12960;3
94;13615;3
95;14341;3
96;14583;3
97;14368;3
98;14708;3
99;14690;3
100;14132;3
101;13504;4
102;10818;6
103;11335;4
104;5431;3
105;5578;2
106;5287;2
107;5355;2
108;5468;2
109;5412;2
110;5325;2
111;5237;2
112;5350;2
113;5479;2
114;5301;2
115;5028;2
116;5705;2
117;7522;2
118;11273;2
119;11062;2
120;11052;2
121;10302;2
122;10793;2
123;10850;2
124;10713;2
125;11208;2
126;10972;2
127;10985;2
128;9420;2
129;9817;2
130;10316;2
131;9761;3
132;10145;3
133;10087;3
134;9895;3
135;10521;3
136;10585;3
137;10727;3
138;10887;3
139;10484;3
140;11774;5
141;10811;5
142;12012;5
143;12292;5
144;20370;5
145;21550;5
146;19336;5
147;18894;5
148;19485;5
149;18906;5
150;19104;5
151;18332;5
152;17399;5
153;16695;8
154;13758;8
155;14608;7
156;14980;7
157;9086;1
158;9442;1
159;7989;1
160;8339;1
161;9120;1
162;9855;1
163;10570;1
164;10562;1
165;10003;1
166;9928;1
167;7909;1
168;8197;1
169;8535;1
170;7758;3
171;8218;3
172;8179;3
173;8399;3
174;8381;3
175;8306;3
176;7597;3
177;8079;3
178;8082;3
179;7906;3
180;5717;3
181;6200;3
182;6899;3
183;22236;3
184;22410;3
185;22459;3
186;22364;3
187;22483;3
188;23679;3
189;23160;3
190;23176;3
191;21856;3
192;21624;3
193;16845;3
194;17886;3
195;18458;3
196;0;0
197;0;0
198;0;0
199;0;0
200;0;0
201;0;0
202;0;0
203;0;0
204;0;0
205;2605;3
206;1868;2
207;1639;2
208;1851;2
