10;1014
10;1008
10;1009
10;1010
10;1011
10;1012
10;1013
10;1000
10;1015
10;1016
10;1003
10;1004
10;1005
10;1006
10;1007
10;998
10;999
10;1001
10;997
10;1002
127;1160
127;1177
127;1175
127;1163
127;1174
127;1173
127;1176
127;1179
127;1162
127;1172
127;1178
127;1164
127;1161
127;1170
127;1169
127;1165
127;1171
127;1168
127;1167
127;1166
140;1196
140;1188
140;1191
140;1194
140;1181
140;1193
140;1198
140;1199
140;1186
140;1192
140;1200
140;1190
140;1182
140;1187
140;1180
140;1184
140;1185
140;1195
140;1197
140;1183
140;1189
153;1297
153;1302
153;1298
153;1296
153;1295
153;1282
153;1301
153;1300
153;1287
153;1284
153;1285
153;1294
153;1292
153;1288
153;1289
153;1299
153;1293
153;1291
153;1290
153;1286
153;1283
166;1317
166;1303
166;1316
166;1313
166;1309
166;1310
166;1320
166;1311
166;1312
166;1315
166;1314
166;1305
166;1318
166;1322
166;1319
166;1304
166;1306
166;1308
166;1307
166;1321
179;1216
179;1217
179;1213
179;1206
179;1215
179;1220
179;1202
179;1214
179;1219
179;1210
179;1207
179;1218
179;1205
179;1204
179;1201
179;1211
179;1212
179;1209
179;1203
179;1208
192;1222
192;1232
192;1228
192;1223
192;1221
192;1229
192;1231
192;1238
192;1234
192;1230
192;1236
192;1240
192;1227
192;1235
192;1239
192;1225
192;1233
192;1224
192;1237
192;1226
205;1259
205;1253
205;1251
205;1254
205;1255
205;1256
205;1257
205;1258
205;1241
205;1260
205;1261
205;1250
205;1252
205;1245
205;1242
205;1243
205;1244
205;1247
205;1248
205;1249
205;1246
23;1035
23;1034
23;1030
23;1031
23;1029
23;1019
23;1021
23;1033
23;1020
23;1026
23;1025
23;1032
23;1027
23;1028
23;1024
23;1017
23;1018
23;1023
23;1022
23;1036
36;1051
36;1054
36;1055
36;1049
36;1050
36;1037
36;1040
36;1053
36;1039
36;1041
36;1052
36;1043
36;1048
36;1046
36;1056
36;1047
36;1038
36;1044
36;1042
36;1045
49;1072
49;1069
49;1070
49;1071
49;1073
49;1063
49;1064
49;1057
49;1068
49;1058
49;1074
49;1075
49;1060
49;1076
49;1077
49;1062
49;1066
49;1067
49;1061
49;1059
49;1065
62;1271
62;1268
62;1270
62;1275
62;1272
62;1269
62;1278
62;1274
62;1276
62;1262
62;1273
62;1265
62;1281
62;1280
62;1277
62;1264
62;1263
62;1266
62;1267
62;1279
75;1107
75;1104
75;1118
75;1112
75;1119
75;1116
75;1110
75;1111
75;1109
75;1115
75;1105
75;1106
75;1108
75;1103
75;1100
75;1099
75;1114
75;1113
75;1102
75;1117
75;1101
88;1094
88;1092
88;1095
88;1093
88;1091
88;1098
88;1085
88;1082
88;1096
88;1080
88;1097
88;1083
88;1081
88;1088
88;1079
88;1078
88;1090
88;1087
88;1086
88;1084
88;1089
101;1133
101;1134
101;1138
101;1136
101;1129
101;1137
101;1139
101;1135
101;1132
101;1125
101;1124
101;1123
101;1121
101;1130
101;1120
101;1131
101;1127
101;1126
101;1128
101;1122
114;1153
114;1155
114;1159
114;1157
114;1146
114;1158
114;1152
114;1141
114;1148
114;1149
114;1156
114;1145
114;1154
114;1143
114;1151
114;1140
114;1147
114;1144
114;1150
114;1142
11;1331
11;1332
11;1333
11;1340
11;1341
11;1327
11;1342
11;1329
11;1330
11;1336
11;1337
11;1334
11;1335
11;1326
11;1338
11;1339
11;1325
11;1328
11;1324
11;1323
128;1498
128;1503
128;1502
128;1497
128;1494
128;1500
128;1488
128;1496
128;1495
128;1504
128;1501
128;1499
128;1489
128;1493
128;1492
128;1486
128;1506
128;1487
128;1490
128;1505
128;1491
141;1524
141;1520
141;1512
141;1526
141;1525
141;1522
141;1514
141;1523
141;1515
141;1516
141;1517
141;1527
141;1519
141;1509
141;1510
141;1511
141;1518
141;1507
141;1513
141;1508
141;1521
154;1619
154;1618
154;1620
154;1630
154;1617
154;1629
154;1626
154;1621
154;1622
